CheeseId,CheeseName,ManufacturerName,ManufacturerProvCode,ManufacturingType,WebSite,FatContentPercent,MoisturePercent,Particularities,Flavour,Characteristics,Ripening,Organic,CategoryType,MilkType,MilkTreatmentType,RindType,LastUpdateDate
807,Cheddar (Bothwell),Bothwell Cheese,MB,Farmstead,http://www.bothwellcheese.com,32.00,37.00,"Fresh, mild, marble, light, medium, old, red wine aged, white, smoked, horseradish  and unsalted cheddars.",N/A,N/A,2 Years,true,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
808,Swiss (Bothwell),Bothwell Cheese,MB,Farmstead,http://www.bothwellcheese.com,27.00,40.00,Lactose free,Sweet and slightly nutty taste,Buttery texture,N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
809,Gouda (Bothwell),Bothwell Cheese,MB,Farmstead,http://www.bothwellcheese.com,28.00,42.00,N/A,"Salty and sweet with a mild, nutty taste",Also manufactures a Smoked Gouda,3 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
810,Monterey Jack (Bothwell),Bothwell Cheese,MB,Farmstead,http://www.bothwellcheese.com,29.00,42.00,N/A,"Mild, sweet and slightly nutty taste","Also available the ""Jalapeno Pepper Jack""",N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
812,Cheddars (Central Dairies),Central Dairies,NL,Industrial,http://www.centraldairies.com,31.00,39.00,N/A,N/A,"Old, Medium, Mild, Marble and Old White Cheddars",9 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
813,San Pareil,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,16.00,68.00,N/A,N/A,N/A,N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
814,Caerphilly,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,30.00,0.00,N/A,N/A,Welsh-style cheese,1 Year,false,Hard Cheese,Cow,Raw Milk,N/A,2016-02-03
815,Monterey Jill,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,30.00,40.00,N/A,Mild tasting,Artisan Cheese,30 days,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
816,Qualicum Spice,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,30.00,38.00,Made from raw milk,"Onions, garlic, papika and sweet red pepper flakes.",Artisinal cheese,90 days,false,Hard Cheese,Cow,Raw Milk,N/A,2016-02-03
817,Little Qualicum Feta,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,29.00,44.00,N/A,"Plain or marinated in oil, garlic, sun-dried tomatoes and rosemary",N/A,N/A,false,Soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
818,Raclette (Little Qualicum),Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,30.00,38.00,Made with raw milk,N/A,Artisanal cheese,4 months,false,Hard Cheese,Cow,Raw Milk,N/A,2016-02-03
819,Rathtrevor,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,30.00,36.00,Made of raw milk,Hints of roasted nuts,Artisan Swiss-style Cheese,6 months,false,Firm Cheese,Cow,Raw Milk,N/A,2016-02-03
820,Comox Brie,Natural Pastures Cheese Company,BC,Artisan,http://www.naturalpastures.com,28.00,47.00,N/A,Gentle flavour with a creamy buttery taste,N/A,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
821,Triple Cream Camembert,Natural Pastures Cheese Company,BC,Artisan,http://www.naturalpastures.com,35.00,48.00,N/A,Delicate note of mushroom,N/A,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
822,Amsterdammer,Natural Pastures Cheese Company,BC,Artisan,http://www.naturalpastures.com,30.00,41.00,N/A,Sweet buttery flavour with a mellow taste of herbs.  Nutty overtones with a tangy finish.,N/A,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
823,Boerenkaas,Natural Pastures Cheese Company,BC,Artisan,http://www.naturalpastures.com,31.00,43.00,Winner at the 2011 Canadian Cheese Grand Prix,N/A,N/A,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
824,La Scala,Natural Pastures Cheese Company,BC,Artisan,http://www.naturalpastures.com,35.00,39.00,N/A,Bold fruity rich-tasting cheese.,Blend of Irish Derby and Italian-style Asiago.,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
825,Pacific Pepper Verderlait,Natural Pastures Cheese Company,BC,Artisan,http://www.naturalpastures.com,30.00,41.00,N/A,A mix of habanero and black pepper.,N/A,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
826,Winterlude Spice Verderlait,Natural Pastures Cheese Company,BC,Artisan,http://www.naturalpastures.com,30.00,41.00,N/A,Spicy with cloves and cumin.,Creamy,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
827,Island Bries,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,16.00,68.00,Winner at the 2011 Canadian Cheese Grand Prix,Mushroom overtones,Velvety white rind,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
828,Mascarpone (Silani),Silani Sweet Cheese,ON,Industrial,http://www.silani.ca,75.00,0.00,N/A,"Soft, delicate and mild buttery flavour.",Smooth ultra-creamy texture,N/A,false,Fresh Cheese,Cow,Pasteurized,N/A,2016-02-03
829,Romano (Silani),Silani Sweet Cheese,ON,Industrial,http://www.silani.ca,0.00,0.00,N/A,"Moderate to very strong, rich, tangy and somewhat salty.","Made of sheep, cow or goat milk",N/A,false,Hard Cheese,Cow and Goat,Pasteurized,N/A,2016-02-03
831,Feta (Silani),Silani Sweet Cheese,ON,Industrial,http://www.silani.ca,0.00,0.00,N/A,"Sharp, tangy, salty flavour.","Made with cow's, goat's and/or sheep's milk.",N/A,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
833,Élan (L') (Fromagerie St-Albert),Fromagerie St-Albert,ON,Industrial,http://www.fromage-st-albert.com/eng/eng.htm,4.00,55.00,N/A,N/A,Low in fat,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-04-14
834,Asiago (Silani),Silani Sweet Cheese,ON,Industrial,http://www.silani.ca,0.00,0.00,N/A,"Very mild, delicate, sweet, undemanding flavour when young.  As it ages it has a full, sharp, and tangy taste with a detectible saltiness.",Natural rind that is smooth and glossy.,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
835,Caciocavallo (Silani),Silani Sweet Cheese,ON,Industrial,http://www.silani.ca,0.00,0.00,N/A,Mellow,"Dry, sleek, yellow rind.  Interior is golden-yellow and has a fibrous close texture.",N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
836,Crotonese (Silani),Silani Sweet Cheese,ON,Industrial,http://www.silani.ca,0.00,0.00,N/A,"Rich, distinct flavour that is sharp and tanqy.",Granular texture.,N/A,false,Firm Cheese,Ewe and Goat,Pasteurized,N/A,2016-02-03
837,Friulano (Silani),Silani Sweet Cheese,ON,Industrial,http://www.silani.ca,0.00,0.00,N/A,"Mild, delicate, milky flavour that becomes more salty, tangy and nutty with age.",Rindless cheese.,N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
848,Bocconcini (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,25.00,48.00,N/A,Refreshing,"Mild, refreshing, with a smooth  texture.",Unripened,false,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
849,Borgonzola (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,40.00,40.00,Finalist in the Blue Cheese category for the 2000 and 2002 Canadian Cheese Grand Prix,Mild flavor of brie,Smooth,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
850,Brick (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,29.00,42.00,N/A,"Milder, milky and sweet acidulous edge",N/A,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
859,Feta (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,24.00,55.00,"Available in Feta-Regular, Crumbled, Light, with Basil and Tomatoes, with Olives and Oregano",Salty and tangy,N/A,N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
865,Havarti (Dofino),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,35.00,46.00,"Available Havarti - light, plain, herb and spice, sundried tomatoes in caraway, dill, jalapeno and in  slices",Buttery with a lightly acidulous taste,Smooth texture,N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
867,Mascarpone (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,34.00,54.00,Winner at the 2011 Canadian Cheese Grand Prix,N/A,"Triple cream, rich, smooth texture",N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
869,Mozzarella (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,16.00,48.00,N/A,N/A,"Available in Mozzarella - 20% milk fat, 25% milk fat, 16% milk fat, sliced",N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
871,Parmesan (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,32.00,22.00,N/A,"Rich, fruity and nutty taste.",N/A,N/A,false,Hard Cheese,Cow,Pasteurized,No Rind,2016-02-03
874,Brie (Mountain Meadows),Mountain Meadow Sheep Dairy,BC,Farmstead,http://www.sheepcheesecanada.com,0.00,0.00,N/A,Mild,Creamy brie,2 Months,true,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,2016-02-03
875,Aged Sheep Milk Cheese,Mountain Meadow Sheep Dairy,BC,Farmstead,http://www.sheepcheesecanada.com,15.00,0.00,Grates and melts well,N/A,N/A,N/A,true,Firm Cheese,Ewe,Pasteurized,N/A,2016-02-03
876,Mountain Meadow Sheep Droppings,Mountain Meadow Sheep Dairy,BC,Farmstead,http://www.sheepcheesecanada.com,0.00,0.00,Feta cheese,Mild,Creamy,Unripened,false,Soft Cheese,Ewe,Pasteurized,N/A,2016-02-03
879,Extra Aged Gouda (Gort's Gouda),Gort's Gouda Cheese Farm,BC,Farmstead,http://www.gortsgoudacheese.bc.ca,33.00,38.00,First place at the Canadian Cheese Grand Prix in 2004,Rich with a sweet caramel finish,"Also available: mild, medium, light and in many flavours.",2 Years,true,Firm Cheese,Cow,Thermised,No Rind,2016-02-03
885,Maasdammer,Gort's Gouda Cheese Farm,BC,Farmstead,http://www.gortsgoudacheese.bc.ca,32.00,38.00,N/A,Nutty flavour,N/A,N/A,true,Firm Cheese,Cow,Raw Milk,N/A,2016-02-03
888,Kraft LiveActive,Kraft Canada,ON,Industrial,http://www.kraftcanada.com/en/home.aspx,11.00,0.00,N/A,medium and marble,Contains probiotics,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
889,Creamy Feta (Triple A Cheese),Triple A Cheese Company,ON,Artisan,http://www.tripleacheese.com,22.00,56.00,N/A,"Balkan, middle eastern flavoured cheese","Rich Flavour, similar to ""kaymak"" or ""Lebene"", Balkan, middle eastern flavoured cheese",N/A,false,Fresh Cheese,Cow,Pasteurized,N/A,2016-02-03
890,Vlahos Feta,Tiras Dairies,AB,Industrial,N/A,22.00,55.00,Also available:  Tiras Goat Feta Cheese,Slightly salty,Cured in brine,1 Year,false,Semi-soft Cheese,Cow and Goat,Pasteurized,N/A,2016-02-03
891,Kefalotri / Saganaki,Tiras Dairies,AB,Industrial,N/A,38.00,26.00,Can be refrigerated up to 1 year,N/A,N/A,N/A,false,Firm Cheese,Ewe and Cow,Pasteurized,N/A,2016-02-03
893,Shredded Parmesan with Romano Cheese,Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,25.00,20.00,N/A,Mild to strong nutty and salty flavour,50-50 Blend of shredded parmesan and romano cheeses,3 Months,false,Hard Cheese,Cow,Pasteurized,No Rind,2016-02-03
895,Trecce (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,0.00,0.00,Also available: Mini Trecce,N/A,Similar to Bocconcini cheese,N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
896,Traditional Ricotta Cheese (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,0.00,75.00,Also avaiable:  Low fat ricotta,Rich and creamy,Made of whey and milk.,N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
902,Burrino (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,20.00,92.00,N/A,N/A,N/A,N/A,false,Fresh Cheese,Cow,Pasteurized,N/A,2016-02-03
904,Fior Di Latte,Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,0.00,0.00,N/A,N/A,N/A,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
906,Scamorza (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,20.00,52.00,N/A,Similiar to Provolone,Gourd-shaped similar to Caciocavallo,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
910,Casata Friulano (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,0.00,0.00,N/A,Mild to a sharp creamy taste,Wheel-shaped cheese with a fine thin rind that is off-white to yellow in colour an ivory interior.,N/A,false,Hard Cheese,Cow,Pasteurized,N/A,2016-02-03
913,Pepato & Peperonato,Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,0.00,0.00,N/A,With peppercorns or hot peppers,Same as Romanello,N/A,false,Hard Cheese,Cow,Pasteurized,N/A,2016-02-03
915,Provolone (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,24.00,45.00,Also available in: light and smoked flavours,mildly tangy and fruity,N/A,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
916,Ricotta (Tre Stelle),Tre Stelle (Arla Foods),ON,Industrial,http://www.trestelle.ca/english/,10.00,74.00,N/A,"Milky, smooth and creamy",N/A,N/A,false,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
922,Okanagan Goat Cheese,Happy Days Dairies,BC,Farmstead,http://www.happydaysdairy.com,22.00,60.00,N/A,"Plain, with garlic/parsley, lemon/pepper or with chanterelle or porcini. Very mild taste.",Very creamy texture,Unripened,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
923,Feta (Gort's Gouda),Gort's Gouda Cheese Farm,BC,Farmstead,http://www.gortsgoudacheese.bc.ca,22.00,55.00,N/A,"Available with basil and tomato, garlic and oregano",N/A,N/A,true,Fresh Cheese,Cow,Thermised,N/A,2016-02-03
928,Cheddar (Thornloe),Thornloe Cheese (Gencor Foods),ON,Industrial,http://www.thornloecheese.ca,39.00,31.00,N/A,Very sharp,"Extra firm, white cheese",2 Years,false,Hard Cheese,Cow,Pasteurized,No Rind,2016-02-03
929,Mozzarella (International Cheese),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,18.00,52.00,N/A,N/A,"Also available: ""Fior de Latte"", ""Fior de Latte Treccia"", in block or ball shape.",N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
930,Santa Lucia Provolone (International Cheese),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,24.00,45.00,N/A,Also available: Pignata,N/A,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
931,Ricotta (International Cheese),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,24.00,62.00,N/A,N/A,N/A,N/A,false,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
932,Scamorza (International Cheese),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,24.00,45.00,N/A,N/A,N/A,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
933,St.John's Cow (Portuguese),Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,25.00,52.00,"3rd place, American Cheese Society, San Francisco, California, 2003",N/A,"A smooth, luxurious texture reminiscent of baked custard, rennet free",Unripened,false,Fresh Cheese,Cow,Pasteurized,N/A,2016-02-03
934,St. John's Goat (Portuguese),Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,10.00,70.00,N/A,N/A,"A soft, yogurt-like texture, delicate curd and sweet milk flavour",Unripened,false,Fresh Cheese,Goat,Pasteurized,N/A,2016-02-03
935,Queso Fresco Fresh Spanish Cheese (Portuguese),Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,0.00,25.00,N/A,Delicate and slighlty spongy,N/A,Unripened,false,Fresh Cheese,Cow,Pasteurized,N/A,2016-02-03
936,Corvo Semi-Soft Cheese (Portuguese),Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,30.00,40.00,N/A,Sharp flavour,Dry and smooth texture.,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
937,Sao Miguel,Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,20.00,40.00,N/A,hint of sourness,Creamy texture,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
938,Graciosa Semi-Soft Goat Cheese (Portuguese),Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,30.00,40.00,N/A,almost sweet,N/A,N/A,false,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,2016-02-03
939,Serra  (Portuguese Cheese Company),Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,25.00,50.00,N/A,Mild with slightly salty taste,N/A,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
940,Vaquinha  (Portuguese),Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,25.00,52.00,N/A,Tangy,Golden yellow,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
941,Bocconcini (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,full creamy flavour,Is a white and rindless unripened cheese.,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
946,Swiss (Thornloe),Thornloe Cheese (Gencor Foods),ON,Industrial,http://www.thornloecheese.ca,40.00,27.00,N/A,"Mild, bittersweet taste","Soft, white cheese",N/A,false,Soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
947,Colby (Thornloe),Thornloe Cheese (Gencor Foods),ON,Industrial,http://www.thornloecheese.ca,31.00,41.00,N/A,Light and milk with a fresh butter taste,"Rindless, smooth and gleaming surface yellow in color",N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
951,Mini Bocconcini (International Cheese),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,20.00,52.00,N/A,N/A,Also available:  Bocconcini Pearl et regular Bocconcini,N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
952,Burrini (International Cheese),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,0.00,0.00,N/A,N/A,N/A,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
953,Cacciocavallo (International Cheese),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,24.00,45.00,N/A,N/A,N/A,N/A,true,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
954,Friulano (International Cheese),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,24.00,39.00,N/A,N/A,N/A,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
955,Borgonzola (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,Soft velvety creamy texture that is randomly interrupted by veins of blue mold.,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
956,Brie (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,"Herb and garlic, peppercorn",N/A,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
957,Cheddar Smoked (Quality),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,Smoked,N/A,N/A,false,Hard Cheese,Cow,Pasteurized,No Rind,2016-02-03
958,Friulano (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,"Mild, sweet flavor with a hint of salt.",Friulano has a smooth golden surface with a pale golden interior.,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
959,Mozzarella 20% (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,Also manufactures Buffalo Mozzarella and Buffalo Mozzarella made from 50% buffalo's milk and 50% cow's milk.,Smoked,Plain or Shredded,N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
960,Provolone (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,"Plain, Smoked",N/A,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
961,Ricotta (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,Semi-sweet to mild,N/A,N/A,false,Soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
962,Bocconcini (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,19.00,57.00,N/A,N/A,N/A,Unripened,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
966,Tuma Cheese (Fresh Cheese)(Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,20.00,62.00,N/A,N/A,N/A,N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
967,Mozzarella (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,20.00,0.00,"Available:  Special Deluxe Mozzarella, Deluxe Mozzarella, and Part Skim Mozzarella",N/A,N/A,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
968,Brick (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,29.00,42.00,N/A,"Mild cheese, becomes stronger with age",Brick is a white to ivory rindless firm cheese with a springy texture.,N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
969,Old Bra (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,0.00,0.00,N/A,N/A,Natural rind,N/A,false,Hard Cheese,Cow,Pasteurized,N/A,2016-02-03
971,Caciotta (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,20.00,52.00,N/A,N/A,N/A,N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
972,Caciocavallo (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,0.00,0.00,N/A,Taste grows stronger with age.,Caciocavallo is a gourd shaped cheese with a dry yellow rind. Its yellow body has a fibrous texture typical of “pasta filata” cheese.,N/A,false,Hard Cheese,Cow,Pasteurized,N/A,2016-02-03
973,Provolone Sette Fette Cheese,Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,0.00,0.00,N/A,Flavour becomes stronger and more tangy with age.,Also manufactures: Provolone Cheese Wedges and Provolone,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
975,Romanello (Salerno),Salerno Dairy Products,ON,Industrial,http://www.salernodairy.com,25.00,34.00,"Also available: ""Table Romanello Cheese""",Taste is mild and tangy that intensifies with age,"Wheel-shaped with small ridges, yellow rind with an ivory interior",N/A,false,Hard Cheese,Cow,Pasteurized,N/A,2016-02-03
